type,id,slug,url,title,title_len,desc,desc_len,canonical,robots,h1,words
posts,298,fema-head-says-flood-insurance-rates-going-up,https://statewidefloodinsurance.com/fema-head-says-flood-insurance-rates-going-up/,FEMA Head says Flood Insurance Rates Going Up - Statewide Flood Insurance,73,Flood Insurance rates are going up for policy holders across the country,72,https://statewidefloodinsurance.com/fema-head-says-flood-insurance-rates-going-up/,max-image-preview:large,FEMA Head says Flood Insurance Rates Going Up,184
posts,273,sandy-flood-vicitms,https://statewidefloodinsurance.com/sandy-flood-vicitms/,Obama signs bill for Sandy Flood Insurance vicitms - Statewide Flood Insurance,78,"President Obamahas signed into law a $9.7 billion bill to pay flood insurance claims from Superstorm Sandy. The law increases the borrowing authority of the Federal Emergency Management Agency. FEMA had warned that it was set to run out of money without additional dollars from Congress. The White House said more than 100,000 flood claim",338,https://statewidefloodinsurance.com/sandy-flood-vicitms/,max-image-preview:large,Obama signs bill for Sandy Flood Insurance vicitms,242
posts,284,flood-insurance-coverage,https://statewidefloodinsurance.com/flood-insurance-coverage/,5 Floods and no flood insurance coverage - Statewide Flood Insurance,68,You have to feel sorry for this elderly couple who appear to have lost it all.. but they have had 5 floods since 2005 and could not afford to carry the coverage. %CODE%,168,https://statewidefloodinsurance.com/flood-insurance-coverage/,max-image-preview:large,5 Floods and no flood insurance coverage,152
posts,255,thousands-recommended-flood-insurance-sacramento,https://statewidefloodinsurance.com/thousands-recommended-flood-insurance-sacramento/,Thousands go without recommended flood insurance in Sacramento - California Flood Insurance,91,Thousands go without Flood Insurance This is from 2010 but the story is the same. Too many will risk going without coverage for flood insurance until its too late. Try our lower rates today. We have private insurance carriers that offer better rates than the National Flood Insurance program. its quick and easy.. just fill,323,https://californiafloodinsurance.com/thousands-recommended-flood-insurance-sacramento/,max-image-preview:large,Thousands go without recommended flood insurance in Sacramento,100
posts,252,sacramento-flood-insurance-location-location-location,https://statewidefloodinsurance.com/sacramento-flood-insurance-location-location-location/,"Sacramento Flood Insurance – Location, Location, Location - California Flood Insurance",86,"Location, location, location, three rules of business that flooding does not follow. Floods can happen almost anywhere. They are not limited to coastal areas or to devastating tropical storms. Flooding happens in Sacramento too. In fact Sacramento is rich in history when comes to floods. Floods are the most common natural disaster. They happen more",350,https://californiafloodinsurance.com/sacramento-flood-insurance-location-location-location/,max-image-preview:large,"Sacramento Flood Insurance – Location, Location, Location",327
posts,234,extending-national-flood-insurance-program-choppy-waters,https://statewidefloodinsurance.com/extending-national-flood-insurance-program-choppy-waters/,Extending the National Flood Insurance Program in Choppy Waters - Statewide Flood Insurance,91,Extending the National Flood Program in choppy waters Click here to view the article on FEMA Flood Insurance and the vote to keep it going for the next five years,162,https://statewidefloodinsurance.com/extending-national-flood-insurance-program-choppy-waters/,max-image-preview:large,Extending the National Flood Insurance Program in Choppy Waters,153
posts,231,san-diego-flood-insurance-rate-decrease,https://statewidefloodinsurance.com/san-diego-flood-insurance-rate-decrease/,San Diego Flood Insurance rate decrease - California Flood Insurance,68,"New rates for some San Diego residents. However, we can save you even MORE than this with our lender approved program. call now and start saving! Residents in the unincorporated areas of the County are now eligible for another 5 percent reduction in flood insurance rates, thanks to the efforts of County Watershed Protection staff.",332,https://californiafloodinsurance.com/san-diego-flood-insurance-rate-decrease/,max-image-preview:large,San Diego Flood Insurance rate decrease,429
posts,227,congress-national-flood-insurance-program,https://statewidefloodinsurance.com/congress-national-flood-insurance-program/,Congress and the National Flood Insurance Program - Statewide Flood Insurance,77,"Congress has until the 31st of May to approve the NFIP, or national flood insurance program. In California we have private flood carriers that are less than 40% of the government program. Another reason to call us for all your flood insurance needs. Read the story here. http://www.usnews.com/opinion/blogs/economic-intelligence/2012/05/09/congress-should-reauthorize-reform-national-flood-insurance-program?msg=1",413,https://statewidefloodinsurance.com/congress-national-flood-insurance-program/,max-image-preview:large,Congress and the National Flood Insurance Program,167
posts,221,flash-flooding-problems-homeowners-businesses,https://statewidefloodinsurance.com/flash-flooding-problems-homeowners-businesses/,Flash Flooding causes problems for homeowners and businesses - Statewide Flood Insurance,88,http://www.wlbt.com/story/17316800/storms-cause-flash-flooding,62,https://statewidefloodinsurance.com/flash-flooding-problems-homeowners-businesses/,max-image-preview:large,Flash Flooding causes problems for homeowners and businesses,122
posts,210,flood-insurance-bakersfield-yuba-city-redding-stockton-merced-modesto-visalia,https://statewidefloodinsurance.com/flood-insurance-bakersfield-yuba-city-redding-stockton-merced-modesto-visalia/,"Need for Flood Insurance in Bakersfield, Yuba City, Redding, Stockton, Merced, Modesto and Visalia - California Flood Insurance",127,"Need for Flood Insurance California Floods pose a severe threat to California, but only a few residents prefer to purchase coverage for insurance despite the fact that California flood insurance provides protection from devastation and destruction caused by natural hazards. In the absence of flood insurance in California, losses incurred can be catastrophic. California flood",377,https://californiafloodinsurance.com/flood-insurance-bakersfield-yuba-city-redding-stockton-merced-modesto-visalia/,max-image-preview:large,"Need for Flood Insurance in Bakersfield, Yuba City, Redding, Stockton, Merced, Modesto and Visalia",706
posts,207,san-diego-california-flood-insurance-resort-floods,https://statewidefloodinsurance.com/san-diego-california-flood-insurance-resort-floods/,San Diego California Flood Insurance: Your Only Resort During Floods - California Flood Insurance,97,"When flooding hits your home, the first thing that strikes your mind is San Diego flood insurance. After all, insurance offers protection from financial devastation and destruction caused by floods. But if you still go with the theory that it never rains in California and continue to avoid buying a flood insurance policy, you might",333,https://californiafloodinsurance.com/san-diego-california-flood-insurance-resort-floods/,max-image-preview:large,San Diego California Flood Insurance: Your Only Resort During Floods,511
posts,213,excess-flood-insurance-commonplae-lenders,https://statewidefloodinsurance.com/excess-flood-insurance-commonplae-lenders/,Excess Flood Insurance becoming more commonplae for Lenders - Statewide Flood Insurance,87,"We are receiving more and more requests for excess flood insurance coverage. Unfortunately homeowners and business owners are not concerned with having more coverage but more and more lenders are requiring the coverage as a condition for funding new loans. Citibank, Chase and even Fannie Mae are requiring excess coverage. Excess coverage is additional coverage",362,https://statewidefloodinsurance.com/excess-flood-insurance-commonplae-lenders/,max-image-preview:large,Excess Flood Insurance becoming more commonplae for Lenders,225
posts,198,flood-insurance-mandatory-flood-zones,https://statewidefloodinsurance.com/flood-insurance-mandatory-flood-zones/,Flood Insurance Mandatory In Flood Zones - Statewide Flood Insurance,68,Just because you MUST carry Flood Insurance doesnt mean you have to pay more! http://www.waff.com/story/16612544/flood-insurance-mandatory-when-you-live-in-flood-zone,166,https://statewidefloodinsurance.com/flood-insurance-mandatory-flood-zones/,max-image-preview:large,Flood Insurance Mandatory In Flood Zones,132
posts,202,flood-insurance-sacramento-prepared-risk,https://statewidefloodinsurance.com/flood-insurance-sacramento-prepared-risk/,Flood Insurance in Sacramento: Be Prepared for the Risk - California Flood Insurance,84,"Flood Insurance in Sacramento: Be Prepared for the Risk If you live in Sacramento, California, no one knows it better than you about the risk of flooding. A number of studies confirm the risk of catastrophic flooding in Sacramento. It is, therefore, rational to prepare yourself beforehand with the flood insurance so that when the",331,https://californiafloodinsurance.com/flood-insurance-sacramento-prepared-risk/,max-image-preview:large,Flood Insurance in Sacramento: Be Prepared for the Risk,602
posts,241706,flood-zone-map,https://statewidefloodinsurance.com/flood-zone-map/,Flood Zone Map Changes - Statewide Flood Insurance,50,,0,https://statewidefloodinsurance.com/flood-zone-map/,max-image-preview:large,Flood Zone Map Changes,117
posts,135,how-many-of-the-flood-claims-come-from-areas-that-dont-belong-to-flood-zone,https://statewidefloodinsurance.com/how-many-of-the-flood-claims-come-from-areas-that-dont-belong-to-flood-zone/,How many of the flood claims come from areas that don’t belong to flood zone? - Statewide Flood Insurance,105,,0,https://statewidefloodinsurance.com/how-many-of-the-flood-claims-come-from-areas-that-dont-belong-to-flood-zone/,max-image-preview:large,How many of the flood claims come from areas that don’t belong to flood zone?,646
posts,133,flood-insurance-quote-relieve-stress-during-floods,https://statewidefloodinsurance.com/flood-insurance-quote-relieve-stress-during-floods/,Flood Insurance Quote: Relieve Stress During Floods - Statewide Flood Insurance,79,"Just a few inches of water entering your premises can cause massive damage to your property or create havoc in your home. Whether you live in a high risk area or low risk flood zone, you are vulnerable to flooding, which could cause loss of thousands of dollars, drain out your savings, or even leave",300,https://statewidefloodinsurance.com/flood-insurance-quote-relieve-stress-during-floods/,max-image-preview:large,Flood Insurance Quote: Relieve Stress During Floods,608
posts,131,why-flood-insurance-can-be-costly-if-you-dont-have-it,https://statewidefloodinsurance.com/why-flood-insurance-can-be-costly-if-you-dont-have-it/,Why Flood insurance Can Be Costly If You Don’t Have It - Statewide Flood Insurance,82,"If you have Homeowner’s Insurance or do not live near a river body, you might think you are protected from floods. However, according to the Federal Emergency Management Agency report, every home is at the risk of flooding. In fact, about 25 percent of flood damages occur in low to moderate risk zones. Floods have",315,https://statewidefloodinsurance.com/why-flood-insurance-can-be-costly-if-you-dont-have-it/,max-image-preview:large,Why Flood insurance Can Be Costly If You Don’t Have It,621
posts,205,long-beach-ca-flood-insurance,https://statewidefloodinsurance.com/long-beach-ca-flood-insurance/,Long Beach CA Flood Insurance - California Flood Insurance,58,"Flood insurance in Long Beach is important for property owners to safeguard themselves and their homes during a flood, which often finds itself struggling with inundation during rainy days. A major rainstorm breakout or sudden sea level rise can cause extreme flooding conditions in Long Beach, which means huge losses for homeowners. Flood insurance is",353,https://californiafloodinsurance.com/long-beach-ca-flood-insurance/,max-image-preview:large,Long Beach CA Flood Insurance,592
posts,129,is-flood-insurance-worth-purchasing,https://statewidefloodinsurance.com/is-flood-insurance-worth-purchasing/,Is Flood Insurance Worth Purchasing? - Statewide Flood Insurance,64,"Floods are the most common natural disasters that hit the United States. In fact, no part of the country is safe from the impact of floods. There is every chance that your home might also flood. In such a natural calamity, damage to life and property can be severe if your house isn’t covered under",298,https://statewidefloodinsurance.com/is-flood-insurance-worth-purchasing/,max-image-preview:large,Is Flood Insurance Worth Purchasing?,593
posts,127,do-i-need-flood-insurance-coverage,https://statewidefloodinsurance.com/do-i-need-flood-insurance-coverage/,Do I Need Flood Insurance Coverage - Statewide Flood Insurance,62,"Even if your home has not flooded in the recent years, it does not mean there are no chances of inundation in the future. Too much rain even from an average storm can cause localized flooding. And you do not have to be located near a body of water to risk flooding. The Federal Emergency",287,https://statewidefloodinsurance.com/do-i-need-flood-insurance-coverage/,max-image-preview:large,Do I Need Flood Insurance Coverage,682
posts,137,measure-your-damage-with-this-interactive-tool,https://statewidefloodinsurance.com/measure-your-damage-with-this-interactive-tool/,Measure Your Damage With This Interactive Tool - Statewide Flood Insurance,74,,0,https://statewidefloodinsurance.com/measure-your-damage-with-this-interactive-tool/,max-image-preview:large,Measure Your Damage With This Interactive Tool,151
